YEAR,MONTH,Datetime,Rainfall,Precipitation_Anomaly,SPAI
1932,Oct,01-10-1932,0.792,-7.128599999999999,-0.6076066050783501
1932,Nov,01-11-1932,0.039,-8.688314285714284,-0.5338813412207617
1932,Dec,01-12-1932,0.0,-2.653542857142857,-0.5841881142377359
1933,Jan,01-01-1933,0.0,-3.2841285714285715,-0.7840720869630277
1933,Feb,01-02-1933,8.403,5.268985714285716,0.8554389730431216
1933,Mar,01-03-1933,5.999,0.6924285714285716,0.07225809173194238
1933,Apr,01-04-1933,21.643,17.961485714285715,2.6972355195716946
1933,May,01-05-1933,23.207,15.336885714285714,1.6990671968709514
1933,Jun,01-06-1933,161.212,112.35075714285713,2.5114828351748706
1933,Jul,01-07-1933,78.325,-102.63597142857144,-1.0987429412755354
1933,Aug,01-08-1933,399.741,237.72517142857143,2.4152764923472194
1933,Sep,01-09-1933,121.493,25.277657142857137,0.3316408940666979
1933,Oct,01-10-1933,7.05,-0.8705999999999987,-0.07420563790663122
1933,Nov,01-11-1933,1.175,-7.552314285714284,-0.46407617721742866
1933,Dec,01-12-1933,1.577,-1.076542857142857,-0.23700523242633723
1934,Jan,01-01-1934,1.634,-1.6501285714285716,-0.39396135827730916
1934,Feb,01-02-1934,0.0,-3.134014285714285,-0.5088186052213167
1934,Mar,01-03-1934,6.342,1.0354285714285716,0.10805171216693173
1934,Apr,01-04-1934,0.0,-3.681514285714286,-0.5528446396470083
1934,May,01-05-1934,0.004,-7.866114285714288,-0.8714322450252131
1934,Jun,01-06-1934,147.299,98.43775714285715,2.2004723749484376
1934,Jul,01-07-1934,84.217,-96.74397142857144,-1.035667653733674
1934,Aug,01-08-1934,282.24,120.22417142857145,1.2214718925993018
1934,Sep,01-09-1934,50.292,-45.923342857142856,-0.6025106835495633
1934,Oct,01-10-1934,0.017,-7.903599999999998,-0.6736637718341956
1934,Nov,01-11-1934,9.885,1.1576857142857158,0.07113771227995587
1934,Dec,01-12-1934,4.934,2.280457142857143,0.5020517962615925
1935,Jan,01-01-1935,11.194,7.90987142857143,1.8884490249757309
1935,Feb,01-02-1935,1.103,-2.031014285714285,-0.3297425480006009
1935,Mar,01-03-1935,1.924,-3.382571428571428,-0.3529868157682959
1935,Apr,01-04-1935,19.969,16.287485714285715,2.445854741189209
1935,May,01-05-1935,2.509,-5.361114285714288,-0.5939206688518782
1935,Jun,01-06-1935,11.555,-37.30624285714286,-0.8339417638409394
1935,Jul,01-07-1935,237.447,56.48602857142856,0.6046966215615547
1935,Aug,01-08-1935,50.198,-111.81782857142855,-1.1360638469663693
1935,Sep,01-09-1935,114.58,18.36465714285714,0.24094287218412294
1935,Oct,01-10-1935,14.818,6.897400000000001,0.5879002606216386
1935,Nov,01-11-1935,0.039,-8.688314285714284,-0.5338813412207617
1935,Dec,01-12-1935,0.804,-1.849542857142857,-0.40718428609799934
1936,Jan,01-01-1936,0.0,-3.2841285714285715,-0.7840720869630277
1936,Feb,01-02-1936,5.953,2.818985714285715,0.45767257214488594
1936,Mar,01-03-1936,20.494,15.187428571428573,1.5848777074904579
1936,Apr,01-04-1936,2.116,-1.5655142857142859,-0.23508972503689102
1936,May,01-05-1936,8.279,0.4088857142857121,0.04529761239368814
1936,Jun,01-06-1936,159.842,110.98075714285716,2.480857928216613
1936,Jul,01-07-1936,96.872,-84.08897142857144,-0.9001928126199158
1936,Aug,01-08-1936,107.165,-54.85082857142855,-0.5572818226956014
1936,Sep,01-09-1936,79.281,-16.934342857142852,-0.22217726009318212
1936,Oct,01-10-1936,0.0,-7.9205999999999985,-0.6751127677501304
1936,Nov,01-11-1936,34.691,25.963685714285717,1.5954219537118872
1936,Dec,01-12-1936,1.838,-0.8155428571428569,-0.17954503448545261
1937,Jan,01-01-1937,0.0,-3.2841285714285715,-0.7840720869630277
1937,Feb,01-02-1937,12.51,9.375985714285715,1.5222253438549798
1937,Mar,01-03-1937,0.0,-5.306571428571428,-0.5537650248555248
1937,Apr,01-04-1937,0.689,-2.992514285714286,-0.44937907435099195
1937,May,01-05-1937,1.955,-5.915114285714288,-0.6552944864965998
1937,Jun,01-06-1937,20.23,-28.631242857142862,-0.6400212763497953
1937,Jul,01-07-1937,191.096,10.135028571428563,0.10849793642020411
1937,Aug,01-08-1937,16.443,-145.57282857142854,-1.4790130496496743
1937,Sep,01-09-1937,160.091,63.87565714285715,0.8380436495453074
1937,Oct,01-10-1937,4.398,-3.522599999999999,-0.30024900079244127
1937,Nov,01-11-1937,2.288,-6.439314285714284,-0.39568432199233233
1937,Dec,01-12-1937,4.033,1.3794571428571434,0.30369302865723613
1938,Jan,01-01-1938,0.575,-2.7091285714285718,-0.6467932197694611
1938,Feb,01-02-1938,0.0,-3.134014285714285,-0.5088186052213167
1938,Mar,01-03-1938,3.633,-1.673571428571428,-0.17464484106451497
1938,Apr,01-04-1938,0.129,-3.552514285714286,-0.5334730026031969
1938,May,01-05-1938,12.611,4.740885714285713,0.5252098471173955
1938,Jun,01-06-1938,184.169,135.30775714285716,3.0246623892191433
1938,Jul,01-07-1938,166.122,-14.838971428571426,-0.15885478439962897
1938,Aug,01-08-1938,68.987,-93.02882857142856,-0.945168496078602
1938,Sep,01-09-1938,29.756,-66.45934285714286,-0.871941404999087
1938,Oct,01-10-1938,4.06,-3.860599999999999,-0.3290584490033778
1938,Nov,01-11-1938,0.039,-8.688314285714284,-0.5338813412207617
1938,Dec,01-12-1938,0.0,-2.653542857142857,-0.5841881142377359
1939,Jan,01-01-1939,0.93,-2.3541285714285713,-0.5620384408934327
1939,Feb,01-02-1939,4.022,0.887985714285715,0.14416770678386845
1939,Mar,01-03-1939,9.492,4.185428571428573,0.4367686345290791
1939,Apr,01-04-1939,1.011,-2.670514285714286,-0.40102506560597406
1939,May,01-05-1939,0.004,-7.866114285714288,-0.8714322450252131
1939,Jun,01-06-1939,36.426,-12.43524285714286,-0.2779767558418338
1939,Jul,01-07-1939,95.995,-84.96597142857144,-0.9095813101036585
1939,Aug,01-08-1939,131.53,-30.485828571428556,-0.30973457566912527
1939,Sep,01-09-1939,44.68,-51.53534285714286,-0.676139686703767
1939,Oct,01-10-1939,0.404,-7.516599999999999,-0.640677805983212
1939,Nov,01-11-1939,1.007,-7.720314285714284,-0.47439947611932987
1939,Dec,01-12-1939,0.697,-1.956542857142857,-0.430740765713611
1940,Jan,01-01-1940,2.843,-0.44112857142857154,-0.10531761838683593
1940,Feb,01-02-1940,10.312,7.177985714285715,1.1653720584777065
1940,Mar,01-03-1940,23.731,18.424428571428574,1.9226734781845118
1940,Apr,01-04-1940,1.521,-2.160514285714286,-0.32443952380485885
1940,May,01-05-1940,8.169,0.29888571428571264,0.03311147531621639
1940,Jun,01-06-1940,32.81,-16.05124285714286,-0.3588086270542806
1940,Jul,01-07-1940,179.804,-1.1569714285714383,-0.012385659459412977
1940,Aug,01-08-1940,164.446,2.430171428571441,0.024690426716406845
1940,Sep,01-09-1940,13.695,-82.52034285714285,-1.0826604747887631
1940,Oct,01-10-1940,8.129,0.20840000000000103,0.017762985228281538
1940,Nov,01-11-1940,6.465,-2.262314285714284,-0.13901515822303565
1940,Dec,01-12-1940,0.426,-2.227542857142857,-0.4904025038054875
1941,Jan,01-01-1941,3.258,-0.0261285714285715,-0.006238088151479143
1941,Feb,01-02-1941,2.604,-0.5300142857142851,-0.08604974483804922
1941,Mar,01-03-1941,0.328,-4.978571428571428,-0.5195367230984504
1941,Apr,01-04-1941,0.291,-3.390514285714286,-0.509145830501666
1941,May,01-05-1941,7.618,-0.2521142857142875,-0.0279299931354834
1941,Jun,01-06-1941,5.985,-42.87624285714286,-0.9584532468755987
1941,Jul,01-07-1941,129.066,-51.89497142857144,-0.5555482425040472
1941,Aug,01-08-1941,112.257,-49.75882857142855,-0.5055473436535813
1941,Sep,01-09-1941,68.328,-27.887342857142855,-0.36587976749660206
1941,Oct,01-10-1941,4.26,-3.6605999999999987,-0.31201143822767563
1941,Nov,01-11-1941,0.039,-8.688314285714284,-0.5338813412207617
1941,Dec,01-12-1941,0.419,-2.234542857142857,-0.4919435819111815
1942,Jan,01-01-1942,5.501,2.216871428571429,0.5292688668314256
1942,Feb,01-02-1942,5.849,2.714985714285715,0.44078779431083837
1942,Mar,01-03-1942,0.0,-5.306571428571428,-0.5537650248555248
1942,Apr,01-04-1942,12.946,9.264485714285714,1.3912267802691431
1942,May,01-05-1942,11.528,3.6578857142857126,0.40523178843646895
1942,Jun,01-06-1942,22.169,-26.692242857142862,-0.5966769737278556
1942,Jul,01-07-1942,280.147,99.18602857142855,1.0618104671212114
1942,Aug,01-08-1942,185.295,23.27917142857143,0.23651528012313808
1942,Sep,01-09-1942,73.658,-22.557342857142856,-0.29595058239113076
1942,Oct,01-10-1942,0.0,-7.9205999999999985,-0.6751127677501304
1942,Nov,01-11-1942,0.039,-8.688314285714284,-0.5338813412207617
1942,Dec,01-12-1942,2.28,-0.3735428571428572,-0.08223695981161756
1943,Jan,01-01-1943,2.363,-0.9211285714285715,-0.2199156292614656
1943,Feb,01-02-1943,0.0,-3.134014285714285,-0.5088186052213167
1943,Mar,01-03-1943,0.0,-5.306571428571428,-0.5537650248555248
1943,Apr,01-04-1943,13.695,10.013485714285714,1.5037024093064673
1943,May,01-05-1943,7.014,-0.8561142857142876,-0.09484296399723764
1943,Jun,01-06-1943,36.438,-12.42324285714286,-0.27770850848161543
1943,Jul,01-07-1943,422.013,241.05202857142854,2.5805203690923175
1943,Aug,01-08-1943,124.634,-37.38182857142856,-0.3797976093442568
1943,Sep,01-09-1943,219.452,123.23665714285714,1.616855348803448
1943,Oct,01-10-1943,1.643,-6.277599999999999,-0.5350715742277375
1943,Nov,01-11-1943,0.039,-8.688314285714284,-0.5338813412207617
1943,Dec,01-12-1943,0.0,-2.653542857142857,-0.5841881142377359
1944,Jan,01-01-1944,16.106,12.82187142857143,3.0611686695927633
1944,Feb,01-02-1944,3.003,-0.13101428571428508,-0.021270645263193683
1944,Mar,01-03-1944,31.014,25.707428571428572,2.6826878736015067
1944,Apr,01-04-1944,4.364,0.6824857142857139,0.10248732980410308
1944,May,01-05-1944,0.262,-7.608114285714288,-0.8428502144253248
1944,Jun,01-06-1944,36.553,-12.308242857142865,-0.2751378046128568
1944,Jul,01-07-1944,251.241,70.28002857142857,0.7523647336376649
1944,Aug,01-08-1944,325.125,163.10917142857144,1.657181463242866
1944,Sep,01-09-1944,54.444,-41.771342857142855,-0.5480367667469521
1944,Oct,01-10-1944,10.916,2.995400000000002,0.25531308038769046
1944,Nov,01-11-1944,0.039,-8.688314285714284,-0.5338813412207617
1944,Dec,01-12-1944,0.0,-2.653542857142857,-0.5841881142377359
1945,Jan,01-01-1945,8.044,4.759871428571429,1.136399578610974
1945,Feb,01-02-1945,0.0,-3.134014285714285,-0.5088186052213167
1945,Mar,01-03-1945,0.0,-5.306571428571428,-0.5537650248555248
1945,Apr,01-04-1945,2.301,-1.3805142857142858,-0.20730869516785902
1945,May,01-05-1945,15.109,7.238885714285712,0.801945941840346
1945,Jun,01-06-1945,24.127,-24.734242857142863,-0.5529079461189035
1945,Jul,01-07-1945,382.578,201.61702857142853,2.158359139592434
1945,Aug,01-08-1945,178.958,16.94217142857144,0.17213165999562816
1945,Sep,01-09-1945,66.155,-30.060342857142857,-0.39438935834729427
1945,Oct,01-10-1945,0.181,-7.7395999999999985,-0.6596852229981202
1945,Nov,01-11-1945,0.039,-8.688314285714284,-0.5338813412207617
1945,Dec,01-12-1945,0.0,-2.653542857142857,-0.5841881142377359
1946,Jan,01-01-1946,0.0,-3.2841285714285715,-0.7840720869630277
1946,Feb,01-02-1946,0.893,-2.241014285714285,-0.36383681093473547
1946,Mar,01-03-1946,0.0,-5.306571428571428,-0.5537650248555248
1946,Apr,01-04-1946,0.487,-3.194514285714286,-0.47971295561339433
1946,May,01-05-1946,5.394,-2.4761142857142877,-0.274311528229095
1946,Jun,01-06-1946,51.897,3.035757142857136,0.0678611533196056
1946,Jul,01-07-1946,127.249,-53.711971428571445,-0.5749996677354734
1946,Aug,01-08-1946,206.001,43.98517142857145,0.44688726029675674
1946,Sep,01-09-1946,18.598,-77.61734285714286,-1.0183334964450252
1946,Oct,01-10-1946,0.313,-7.607599999999999,-0.6484341958861564
1946,Nov,01-11-1946,11.707,2.9796857142857167,0.18309634679938572
1946,Dec,01-12-1946,1.228,-1.425542857142857,-0.31383898369594937
1947,Jan,01-01-1947,0.776,-2.5081285714285713,-0.5988053027157098
1947,Feb,01-02-1947,0.958,-2.1760142857142855,-0.35328382478845577
1947,Mar,01-03-1947,0.053,-5.253571428571428,-0.5482342321935586
1947,Apr,01-04-1947,0.655,-3.0265142857142857,-0.45448477713773283
1947,May,01-05-1947,0.746,-7.124114285714288,-0.789231211284449
1947,Jun,01-06-1947,8.839,-40.022242857142864,-0.8946550830370141
1947,Jul,01-07-1947,110.917,-70.04397142857144,-0.7498376847303285
1947,Aug,01-08-1947,218.901,56.885171428571454,0.5779506498572554
1947,Sep,01-09-1947,253.37,157.15465714285716,2.0618568685796923
1947,Oct,01-10-1947,29.935,22.014400000000002,1.8763985701030812
1947,Nov,01-11-1947,0.039,-8.688314285714284,-0.5338813412207617
1947,Dec,01-12-1947,1.714,-0.939542857142857,-0.20684413235775043
1948,Jan,01-01-1948,12.576,9.29187142857143,2.2183957979522684
1948,Feb,01-02-1948,5.561,2.4269857142857147,0.3940299480011683
1948,Mar,01-03-1948,2.236,-3.070571428571428,-0.32042818726766414
1948,Apr,01-04-1948,1.255,-2.426514285714286,-0.3643841397246562
1948,May,01-05-1948,4.685,-3.1851142857142882,-0.35285672084661784
1948,Jun,01-06-1948,33.803,-15.058242857142865,-0.3366111579962165
1948,Jul,01-07-1948,296.74,115.77902857142857,1.2394425523523918
1948,Aug,01-08-1948,140.553,-21.46282857142856,-0.21806132264553016
1948,Sep,01-09-1948,39.552,-56.66334285714286,-0.7434186475331961
1948,Oct,01-10-1948,2.318,-5.602599999999999,-0.47753791285974295
1948,Nov,01-11-1948,7.139,-1.5883142857142838,-0.09759906619993147
1948,Dec,01-12-1948,0.0,-2.653542857142857,-0.5841881142377359
1949,Jan,01-01-1949,5.811,2.5268714285714284,0.603280082187957
1949,Feb,01-02-1949,1.478,-1.6560142857142852,-0.268859935618218
1949,Mar,01-03-1949,0.004,-5.3025714285714285,-0.5533476065414142
1949,Apr,01-04-1949,0.0,-3.681514285714286,-0.5528446396470083
1949,May,01-05-1949,4.131,-3.7391142857142876,-0.41423053849133945
1949,Jun,01-06-1949,29.181,-19.68024285714286,-0.43993109957363064
1949,Jul,01-07-1949,252.869,71.90802857142856,0.7697928680772694
1949,Aug,01-08-1949,97.903,-64.11282857142855,-0.6513833044095034
1949,Sep,01-09-1949,74.913,-21.30234285714286,-0.2794850800820564
1949,Oct,01-10-1949,11.523,3.602400000000001,0.3070507580919463
1949,Nov,01-11-1949,0.039,-8.688314285714284,-0.5338813412207617
1949,Dec,01-12-1949,0.0,-2.653542857142857,-0.5841881142377359
1950,Jan,01-01-1950,0.965,-2.3191285714285717,-0.5536823359338243
1950,Feb,01-02-1950,0.0,-3.134014285714285,-0.5088186052213167
1950,Mar,01-03-1950,4.053,-1.2535714285714281,-0.1308159180828954
1950,Apr,01-04-1950,0.0,-3.681514285714286,-0.5528446396470083
1950,May,01-05-1950,4.928,-2.942114285714288,-0.3259364362118392
1950,Jun,01-06-1950,13.713,-35.14824285714286,-0.7857019468950156
1950,Jul,01-07-1950,251.4,70.43902857142857,0.754066867160943
1950,Aug,01-08-1950,68.196,-93.81982857142856,-0.9532050186477765
1950,Sep,01-09-1950,129.235,33.019657142857156,0.4332153314187731
1950,Oct,01-10-1950,0.404,-7.516599999999999,-0.640677805983212
1950,Nov,01-11-1950,0.071,-8.656314285714284,-0.5319149985727802
1950,Dec,01-12-1950,0.958,-1.695542857142857,-0.37328056777272633
1951,Jan,01-01-1951,0.54,-2.7441285714285715,-0.6551493247290693
1951,Feb,01-02-1951,0.0,-3.134014285714285,-0.5088186052213167
1951,Mar,01-03-1951,5.108,-0.1985714285714284,-0.020721837736207987
1951,Apr,01-04-1951,4.161,0.4794857142857136,0.07200328081267869
1951,May,01-05-1951,13.217,5.346885714285713,0.5923443841078311
1951,Jun,01-06-1951,77.364,28.502757142857142,0.6371491135428867
1951,Jul,01-07-1951,95.699,-85.26197142857144,-0.9127500618199504
1951,Aug,01-08-1951,188.917,26.901171428571445,0.27331462872686874
1951,Sep,01-09-1951,41.008,-55.207342857142855,-0.7243160408702383
1951,Oct,01-10-1951,6.908,-1.0125999999999982,-0.08630901555737973
1951,Nov,01-11-1951,68.25,59.522685714285714,3.657562357574355
1951,Dec,01-12-1951,0.0,-2.653542857142857,-0.5841881142377359
1952,Jan,01-01-1952,0.0,-3.2841285714285715,-0.7840720869630277
1952,Feb,01-02-1952,1.972,-1.1620142857142852,-0.1886572409064921
1952,Mar,01-03-1952,1.166,-4.140571428571429,-0.43208758629226657
1952,Apr,01-04-1952,2.353,-1.3285142857142858,-0.1994999732587258
1952,May,01-05-1952,2.067,-5.803114285714288,-0.6428867832904468
1952,Jun,01-06-1952,34.423,-14.43824285714286,-0.3227517110516046
1952,Jul,01-07-1952,317.529,136.56802857142856,1.4619938342104644
1952,Aug,01-08-1952,217.25,55.23417142857144,0.5611765679840469
1952,Sep,01-09-1952,10.932,-85.28334285714286,-1.1189108197130442
1952,Oct,01-10-1952,0.103,-7.817599999999999,-0.6663335572006438
1952,Nov,01-11-1952,0.039,-8.688314285714284,-0.5338813412207617
1952,Dec,01-12-1952,4.69,2.0364571428571434,0.44833421657739386
1953,Jan,01-01-1953,4.531,1.2468714285714282,0.297685386522278
1953,Feb,01-02-1953,0.0,-3.134014285714285,-0.5088186052213167
1953,Mar,01-03-1953,0.0,-5.306571428571428,-0.5537650248555248
1953,Apr,01-04-1953,2.362,-1.3195142857142859,-0.1981484636975297
1953,May,01-05-1953,3.038,-4.8321142857142885,-0.535316427815673
1953,Jun,01-06-1953,45.111,-3.750242857142865,-0.08383272888384131
1953,Jul,01-07-1953,151.471,-29.489971428571437,-0.31569728911378675
1953,Aug,01-08-1953,216.061,54.04517142857145,0.5490963842485874
1953,Sep,01-09-1953,96.931,0.7156571428571397,0.009389366006549646
1953,Oct,01-10-1953,1.558,-6.362599999999999,-0.5423165538074111
1953,Nov,01-11-1953,0.039,-8.688314285714284,-0.5338813412207617
1953,Dec,01-12-1953,0.0,-2.653542857142857,-0.5841881142377359
1954,Jan,01-01-1954,5.384,2.099871428571429,0.5013356016807344
1954,Feb,01-02-1954,5.038,1.903985714285715,0.3091189979318713
1954,Mar,01-03-1954,2.846,-2.460571428571428,-0.25677189436578796
1954,Apr,01-04-1954,0.0,-3.681514285714286,-0.5528446396470083
1954,May,01-05-1954,0.866,-7.004114285714288,-0.7759372435635706
1954,Jun,01-06-1954,14.385,-34.476242857142864,-0.7706800947227912
1954,Jul,01-07-1954,205.595,24.63402857142856,0.2637132443070767
1954,Aug,01-08-1954,123.697,-38.318828571428554,-0.3893174850045813
1954,Sep,01-09-1954,229.512,133.29665714285716,1.7488417657192157
1954,Oct,01-10-1954,29.153,21.2324,1.809744757970086
1954,Nov,01-11-1954,21.421,12.693685714285715,0.7800042368771803
1954,Dec,01-12-1954,0.0,-2.653542857142857,-0.5841881142377359
1955,Jan,01-01-1955,2.05,-1.2341285714285717,-0.2946430821859637
1955,Feb,01-02-1955,0.0,-3.134014285714285,-0.5088186052213167
1955,Mar,01-03-1955,0.832,-4.474571428571428,-0.466942015520507
1955,Apr,01-04-1955,0.07,-3.611514285714286,-0.5423328986154827
1955,May,01-05-1955,6.652,-1.2181142857142877,-0.1349464332885539
1955,Jun,01-06-1955,50.621,1.75975714285714,0.0393375173497268
1955,Jul,01-07-1955,69.147,-111.81397142857143,-1.19699565496515
1955,Aug,01-08-1955,287.089,125.07317142857144,1.2707375031402988
1955,Sep,01-09-1955,175.707,79.49165714285714,1.0429243539743953
1955,Oct,01-10-1955,16.698,8.777400000000002,0.748142161913238
1955,Nov,01-11-1955,0.039,-8.688314285714284,-0.5338813412207617
1955,Dec,01-12-1955,5.585,2.931457142857143,0.6453720600911552
1956,Jan,01-01-1956,7.589,4.304871428571429,1.027770214136064
1956,Feb,01-02-1956,0.04,-3.094014285714285,-0.5023244599005292
1956,Mar,01-03-1956,14.427,9.120428571428572,0.95175847956311
1956,Apr,01-04-1956,2.124,-1.5575142857142859,-0.2338883832047167
1956,May,01-05-1956,1.035,-6.835114285714288,-0.7572149056900005
1956,Jun,01-06-1956,51.545,2.6837571428571394,0.05999256408653557
1956,Jul,01-07-1956,453.715,272.75402857142853,2.919897960004079
1956,Aug,01-08-1956,124.528,-37.48782857142855,-0.38087456432824207
1956,Sep,01-09-1956,21.758,-74.45734285714286,-0.9768745424237701
1956,Oct,01-10-1956,43.796,35.8754,3.057841651913103
1956,Nov,01-11-1956,4.227,-4.500314285714284,-0.27653624716622116
1956,Dec,01-12-1956,2.286,-0.36754285714285695,-0.08091603572102238
1957,Jan,01-01-1957,8.074,4.789871428571429,1.1435619542906377
1957,Feb,01-02-1957,0.0,-3.134014285714285,-0.5088186052213167
1957,Mar,01-03-1957,15.993,10.686428571428571,1.1151777495374342
1957,Apr,01-04-1957,2.307,-1.374514285714286,-0.2064076887937284
1957,May,01-05-1957,9.312,1.4418857142857116,0.15973651785758225
1957,Jun,01-06-1957,38.781,-10.080242857142863,-0.22533321139899312
1957,Jul,01-07-1957,139.824,-41.13697142857143,-0.4403812460044969
1957,Aug,01-08-1957,199.463,37.44717142857144,0.38046148968074583
1957,Sep,01-09-1957,36.7,-59.515342857142855,-0.7808366655295949
1957,Oct,01-10-1957,1.59,-6.330599999999999,-0.5395890320832987
1957,Nov,01-11-1957,17.9,9.172685714285715,0.5636450973914983
1957,Dec,01-12-1957,0.601,-2.052542857142857,-0.4518755511631319
1958,Jan,01-01-1958,0.188,-3.0961285714285713,-0.7391878660371309
1958,Feb,01-02-1958,0.354,-2.780014285714285,-0.4513454191323471
1958,Mar,01-03-1958,0.969,-4.337571428571428,-0.4526454382622167
1958,Apr,01-04-1958,0.486,-3.195514285714286,-0.47986312334241643
1958,May,01-05-1958,6.727,-1.1431142857142875,-0.12663770346300499
1958,Jun,01-06-1958,19.936,-28.925242857142862,-0.6465933366751435
1958,Jul,01-07-1958,203.837,22.87602857142855,0.24489342837045186
1958,Aug,01-08-1958,93.242,-68.77382857142855,-0.6987388438468277
1958,Sep,01-09-1958,296.981,200.76565714285715,2.6340297938394848
1958,Oct,01-10-1958,9.898,1.9774000000000012,0.16854379553936683
1958,Nov,01-11-1958,80.974,72.24668571428572,4.439429352977451
1958,Dec,01-12-1958,6.205,3.551457142857143,0.7818675494526437
1959,Jan,01-01-1959,1.238,-2.0461285714285715,-0.4885047172488787
1959,Feb,01-02-1959,0.485,-2.6490142857142853,-0.43007709320676796
1959,Mar,01-03-1959,0.562,-4.744571428571428,-0.4951177517229765
1959,Apr,01-04-1959,1.977,-1.7045142857142859,-0.2559630393709205
1959,May,01-05-1959,14.824,6.953885714285712,0.7703727685032599
1959,Jun,01-06-1959,70.249,21.387757142857133,0.47810078288012087
1959,Jul,01-07-1959,178.568,-2.3929714285714283,-0.025617338923387946
1959,Aug,01-08-1959,133.771,-28.24482857142857,-0.2869661217152434
1959,Sep,01-09-1959,169.354,73.13865714285716,0.9595734885006508
1959,Oct,01-10-1959,6.555,-1.3655999999999988,-0.1163969895764939
1959,Nov,01-11-1959,24.177,15.449685714285716,0.9493554974345613
1959,Dec,01-12-1959,0.0,-2.653542857142857,-0.5841881142377359
1960,Jan,01-01-1960,1.398,-1.8861285714285716,-0.450305380290669
1960,Feb,01-02-1960,0.0,-3.134014285714285,-0.5088186052213167
1960,Mar,01-03-1960,1.119,-4.187571428571428,-0.436992251483067
1960,Apr,01-04-1960,0.0,-3.681514285714286,-0.5528446396470083
1960,May,01-05-1960,7.132,-0.7381142857142882,-0.08177056240504071
1960,Jun,01-06-1960,62.209,13.34775714285714,0.29837505153386246
1960,Jul,01-07-1960,136.085,-44.87597142857143,-0.48040814690725
1960,Aug,01-08-1960,105.438,-56.577828571428554,-0.5748280609724217
1960,Sep,01-09-1960,19.715,-76.50034285714285,-1.003678543393841
1960,Oct,01-10-1960,10.077,2.1564000000000014,0.18380087018362
1960,Nov,01-11-1960,0.039,-8.688314285714284,-0.5338813412207617
1960,Dec,01-12-1960,0.792,-1.861542857142857,-0.40982613427918957
1961,Jan,01-01-1961,5.059,1.7748714285714287,0.42374319848437064
1961,Feb,01-02-1961,11.674,8.539985714285715,1.3864977066505202
1961,Mar,01-03-1961,0.0,-5.306571428571428,-0.5537650248555248
1961,Apr,01-04-1961,10.683,7.001485714285714,1.0513972094928228
1961,May,01-05-1961,8.026,0.15588571428571196,0.017269497115502765
1961,Jun,01-06-1961,48.701,-0.1602428571428618,-0.0035820602852008427
1961,Jul,01-07-1961,135.594,-45.366971428571446,-0.48566442086907186
1961,Aug,01-08-1961,152.056,-9.959828571428545,-0.10119138697774605
1961,Sep,01-09-1961,225.808,129.59265714285715,1.7002455740436677
1961,Oct,01-10-1961,12.465,4.544400000000001,0.38734217884550326
1961,Nov,01-11-1961,2.288,-6.439314285714284,-0.39568432199233233
1961,Dec,01-12-1961,0.821,-1.832542857142857,-0.40344166784131325
1962,Jan,01-01-1962,1.617,-1.6671285714285715,-0.3980200378291191
1962,Feb,01-02-1962,0.0,-3.134014285714285,-0.5088186052213167
1962,Mar,01-03-1962,15.765,10.458428571428573,1.0913849056331262
1962,Apr,01-04-1962,3.193,-0.4885142857142859,-0.07335908088041841
1962,May,01-05-1962,3.217,-4.653114285714288,-0.5154862592986961
1962,Jun,01-06-1962,13.434,-35.427242857142865,-0.7919386980200911
1962,Jul,01-07-1962,251.751,70.79002857142856,0.7578244072028973
1962,Aug,01-08-1962,89.406,-72.60982857142855,-0.7377124223238877
1962,Sep,01-09-1962,113.312,17.09665714285714,0.22430681088698637
1962,Oct,01-10-1962,0.0,-7.9205999999999985,-0.6751127677501304
1962,Nov,01-11-1962,5.161,-3.5663142857142844,-0.2191436211282697
1962,Dec,01-12-1962,3.023,0.36945714285714315,0.08133747340706944
1963,Jan,01-01-1963,0.91,-2.3741285714285714,-0.5668133580132089
1963,Feb,01-02-1963,2.502,-0.6320142857142854,-0.1026098154060574
1963,Mar,01-03-1963,3.128,-2.178571428571428,-0.2273439032209862
1963,Apr,01-04-1963,0.348,-3.333514285714286,-0.500586269947424
1963,May,01-05-1963,2.812,-5.058114285714288,-0.5603534003566605
1963,Jun,01-06-1963,19.654,-29.207242857142862,-0.6528971496402736
1963,Jul,01-07-1963,68.026,-112.93497142857144,-1.2089962315663763
1963,Aug,01-08-1963,167.707,5.691171428571437,0.05782203240297945
1963,Sep,01-09-1963,103.93,7.714657142857149,0.10121570119476647
1963,Oct,01-10-1963,10.422,2.501400000000002,0.21320696377170628
1963,Nov,01-11-1963,27.105,18.377685714285718,1.1292758497248423
1963,Dec,01-12-1963,1.629,-1.024542857142857,-0.22555722364118025
1964,Jan,01-01-1964,0.0,-3.2841285714285715,-0.7840720869630277
1964,Feb,01-02-1964,0.0,-3.134014285714285,-0.5088186052213167
1964,Mar,01-03-1964,0.547,-4.759571428571428,-0.4966830704008918
1964,Apr,01-04-1964,0.0,-3.681514285714286,-0.5528446396470083
1964,May,01-05-1964,20.572,12.701885714285712,1.4071538223333315
1964,Jun,01-06-1964,38.024,-10.837242857142861,-0.2422551490394305
1964,Jul,01-07-1964,221.673,40.71202857142856,0.43583212976160074
1964,Aug,01-08-1964,231.847,69.83117142857145,0.7094813972409926
1964,Sep,01-09-1964,68.687,-27.52834285714286,-0.361169715441656
