YEAR,MONTH,Datetime,Rainfall,SPI
1935,Aug,01-08-1935,50.198,-1.1360638469663698
1935,Sep,01-09-1935,114.58,0.24094287218412294
1935,Oct,01-10-1935,14.818,0.5879002606216386
1935,Nov,01-11-1935,0.039,-0.5338813412207617
1935,Dec,01-12-1935,0.804,-0.40718428609799934
1936,Jan,01-01-1936,0.0,-0.7840720869630278
1936,Feb,01-02-1936,5.953,0.45767257214488594
1936,Mar,01-03-1936,20.494,1.5848777074904579
1936,Apr,01-04-1936,2.116,-0.23508972503689116
1936,May,01-05-1936,8.279,0.04529761239368786
1936,Jun,01-06-1936,159.842,2.480857928216613
1936,Jul,01-07-1936,96.872,-0.9001928126199161
1936,Aug,01-08-1936,107.165,-0.5572818226956018
1936,Sep,01-09-1936,79.281,-0.22217726009318212
1936,Oct,01-10-1936,0.0,-0.6751127677501304
1936,Nov,01-11-1936,34.691,1.5954219537118872
1936,Dec,01-12-1936,1.838,-0.17954503448545261
1937,Jan,01-01-1937,0.0,-0.7840720869630278
1937,Feb,01-02-1937,12.51,1.5222253438549798
1937,Mar,01-03-1937,0.0,-0.5537650248555248
1937,Apr,01-04-1937,0.689,-0.44937907435099206
1937,May,01-05-1937,1.955,-0.6552944864965998
1937,Jun,01-06-1937,20.23,-0.6400212763497953
1937,Jul,01-07-1937,191.096,0.10849793642020383
1937,Aug,01-08-1937,16.443,-1.4790130496496743
1937,Sep,01-09-1937,160.091,0.8380436495453074
1937,Oct,01-10-1937,4.398,-0.30024900079244127
1937,Nov,01-11-1937,2.288,-0.39568432199233233
1937,Dec,01-12-1937,4.033,0.30369302865723613
1938,Jan,01-01-1938,0.575,-0.6467932197694611
1938,Feb,01-02-1938,0.0,-0.5088186052213167
1938,Mar,01-03-1938,3.633,-0.17464484106451497
1938,Apr,01-04-1938,0.129,-0.5334730026031969
1938,May,01-05-1938,12.611,0.5252098471173955
1938,Jun,01-06-1938,184.169,3.0246623892191433
1938,Jul,01-07-1938,166.122,-0.1588547843996291
1938,Aug,01-08-1938,68.987,-0.9451684960786024
1938,Sep,01-09-1938,29.756,-0.871941404999087
1938,Oct,01-10-1938,4.06,-0.3290584490033778
1938,Nov,01-11-1938,0.039,-0.5338813412207617
1938,Dec,01-12-1938,0.0,-0.5841881142377359
1939,Jan,01-01-1939,0.93,-0.5620384408934328
1939,Feb,01-02-1939,4.022,0.14416770678386845
1939,Mar,01-03-1939,9.492,0.4367686345290791
