Year,Rainfall
1987-12-01,-7.213632845096289
1988-01-01,-6.789587049037218
1988-02-01,-3.9620246250927447
1988-03-01,-2.048016017265618
1988-04-01,-1.1479332552477717
1988-05-01,3.1018006331846117
1988-06-01,25.722053252607584
1988-07-01,205.3316682678461
1988-08-01,141.6191465817392
1988-09-01,102.43751920446753
1988-10-01,12.10288009615615
1988-11-01,-4.698544789217412
1988-12-01,-7.226329778395593
1989-01-01,-6.802706537358462
1989-02-01,-3.9946289705857634
1989-03-01,-2.147789709046483
1989-04-01,-1.223803854547441
1989-05-01,3.027055720463395
1989-06-01,25.435647148955614
1989-07-01,205.66357340604065
1989-08-01,141.44535139143466
1989-09-01,107.75913658551872
1989-10-01,12.071548486389219
1989-11-01,-4.833677885234356
1989-12-01,-7.313416678197681
1990-01-01,-6.874212988391518
1990-02-01,-4.049094622693956
1990-03-01,-2.229363110922277
1990-04-01,-1.386000754609704
1990-05-01,2.5326595839112995
1990-06-01,24.64693298852071
1990-07-01,205.74026883274317
1990-08-01,142.3058356772363
1990-09-01,104.45415459558367
1990-10-01,12.388725046738982
1990-11-01,-4.873347350694239
1990-12-01,-7.298850361481309
1991-01-01,-6.860711510330439
1991-02-01,-4.021848274879157
1991-03-01,-2.1536615336313845
1991-04-01,-1.3273670197650789
1991-05-01,2.604057860858738
1991-06-01,24.854399053193628
1991-07-01,205.4995814922452
1991-08-01,142.41341480538247
1991-09-01,100.16651245102285
1991-10-01,12.416121824141591
1991-11-01,-4.764307872392237
1991-12-01,-7.229250478707254
1992-01-01,-6.803318397030234
1992-02-01,-3.9790417609363793
1992-03-01,-2.0883243859186766
1992-04-01,-1.1941100680455565
1992-05-01,3.013794253654778
1992-06-01,25.508600428383797
1992-07-01,205.43889583021402
1992-08-01,141.69425996243953
1992-09-01,103.81571114227175
1992-10-01,12.140277905818074
1992-11-01,-4.746310408897698
1992-12-01,-7.253457810804248
1993-01-01,-6.825308160372078
1993-02-01,-4.009614461883903
1993-03-01,-2.1659392923489214
1993-04-01,-1.2714579197019338
1993-05-01,2.8762982299551365
1993-06-01,25.170436405204235
1993-07-01,205.66349227547644
1993-08-01,141.76335615962742
1993-09-01,106.3200832027942
1993-10-01,12.188437346778809
1993-11-01,-4.835750095061957
1993-12-01,-7.303082672581076
1994-01-01,-6.865295387208461
1994-02-01,-4.036911516301334
1994-03-01,-2.1994090305268763
1994-04-01,-1.3557999020814895
1994-05-01,2.5939976708963512
1994-06-01,24.755641183685512
1994-07-01,205.66078792333602
1994-08-01,142.29162430673838
1994-09-01,103.59402863644063
1994-10-01,12.381435127500444
1994-11-01,-4.84020551521331
1994-12-01,-7.281812942996621
1995-01-01,-6.8468990317732095
1995-02-01,-4.012829260490834
1995-03-01,-2.1427528531849385
1995-04-01,-1.296669242531061
1995-05-01,2.707593982554972
1995-06-01,24.988120815437288
1995-07-01,205.50764046162365
1995-08-01,142.22185202151536
1995-09-01,101.74884917102754
1995-10-01,12.347167605441063
1995-11-01,-4.771656949333846
1995-12-01,-7.24516897149384
1996-01-01,-6.817222147472203
1996-02-01,-3.993266653195023
1996-03-01,-2.1184677709639073
1996-04-01,-1.2335800875350833
1996-05-01,2.9243376652896402
1996-06-01,25.315562082380055
1996-07-01,205.51221081674097
1996-08-01,141.82109407782553
1996-09-01,104.28173862487077
1996-10-01,12.195431477501987
1996-11-01,-4.777055512294173
1996-12-01,-7.267794257588684
1997-01-01,-6.836723906844854
1997-02-01,-4.015712775960565
1997-03-01,-2.1691946562379596
1997-04-01,-1.2923997465893626
1997-05-01,2.7957220579311253
1997-06-01,25.04587563583627
1997-07-01,205.64258763343096
1997-08-01,141.95366141974927
1997-09-01,105.34377827569841
1997-10-01,12.25548161678016
1997-11-01,-4.830591543354094
1997-12-01,-7.294012951590121
1998-01-01,-6.857753625176847
1998-02-01,-4.028139274045825
1998-03-01,-2.1802182716503737
1998-04-01,-1.3336580189317464
1998-05-01,2.647185516618192
1998-06-01,24.837993777021765
1998-07-01,205.61781576782465
1998-08-01,142.2530872887373
1998-09-01,103.34073901496828
1998-10-01,12.366902615185827
1998-11-01,-4.82143731135875
1998-12-01,-7.274426681213081
1999-01-01,-6.841033968068659
1999-02-01,-4.009834190495312
1999-03-01,-2.1411133396998046
1999-04-01,-1.2858011273667216
1999-05-01,2.753720088750124
1999-06-01,25.04347721353173
1999-07-01,205.5238124874234
1999-08-01,142.1390447589755
1999-09-01,102.6822968775779
1999-10-01,12.316429262924938
1999-11-01,-4.780638778880238
1999-12-01,-7.256165543384849
2000-01-01,-6.826514977514743
2000-02-01,-4.002049036771059
2000-03-01,-2.1357553420215845
2000-04-01,-1.2581998333334923
2000-05-01,2.8638413079082965
2000-06-01,25.19483980283141
2000-07-01,205.5509371393919
2000-08-01,141.9164765778184
2000-09-01,104.36486364878714
2000-10-01,12.23498769821599
2000-11-01,-4.793021331243216
2000-12-01,-7.273963560909032
