YEAR,MONTH,Datetime,Rainfall,Precipitation_Anomaly,SPAI
1908,Mar,01-03-1908,0.0,-4.830885714285714,-0.6697325609605339
1908,Apr,01-04-1908,0.889,-3.4384571428571427,-0.48501376986344147
1908,May,01-05-1908,6.898,-2.862614285714285,-0.2663937228956637
1908,Jun,01-06-1908,22.631,-27.461400000000005,-0.6004537596833945
1908,Jul,01-07-1908,504.468,291.4324714285715,2.8431358425387696
1908,Aug,01-08-1908,342.453,171.22219999999993,1.8428053587847781
1908,Sep,01-09-1908,219.931,129.51642857142858,1.9848352675650047
1908,Oct,01-10-1908,1.595,-5.948885714285715,-0.5442836378241195
1908,Nov,01-11-1908,3.198,-2.452599999999999,-0.22363498512887647
1908,Dec,01-12-1908,0.442,-3.7126857142857137,-0.56740490696931
1909,Jan,01-01-1909,17.674,12.287971428571428,2.235680414699112
1909,Feb,01-02-1909,1.996,-4.346242857142856,-0.44570591016705113
1909,Mar,01-03-1909,0.0,-4.830885714285714,-0.6697325609605339
1909,Apr,01-04-1909,29.013,24.68554285714286,3.4820350246738143
1909,May,01-05-1909,14.885,5.124385714285715,0.4768732535131962
1909,Jun,01-06-1909,62.686,12.593599999999995,0.2753637639722956
1909,Jul,01-07-1909,373.926,160.89047142857143,1.5696036333880032
1909,Aug,01-08-1909,61.886,-109.34480000000005,-1.1768402893739824
1909,Sep,01-09-1909,202.57,112.15542857142856,1.7187784787832476
1909,Oct,01-10-1909,0.1,-7.443885714285715,-0.6810662350411111
1909,Nov,01-11-1909,0.0,-5.650599999999999,-0.5152376445279412
1909,Dec,01-12-1909,10.887,6.732314285714287,1.0288907962975242
1910,Jan,01-01-1910,4.919,-0.467028571428572,-0.08497144026718753
1910,Feb,01-02-1910,2.194,-4.148242857142857,-0.4254010691552238
1910,Mar,01-03-1910,0.215,-4.615885714285714,-0.6399259149078846
1910,Apr,01-04-1910,9.458,5.130542857142857,0.7236920017334046
1910,May,01-05-1910,0.902,-8.858614285714285,-0.8243790478671831
1910,Jun,01-06-1910,90.94,40.84759999999999,0.8931480184565763
1910,Jul,01-07-1910,121.637,-91.39852857142856,-0.8916591595402307
1910,Aug,01-08-1910,162.275,-8.955800000000039,-0.09638817999187434
1910,Sep,01-09-1910,53.647,-36.767571428571436,-0.5634618965260972
1910,Oct,01-10-1910,7.33,-0.21388571428571446,-0.01956912609204778
1910,Nov,01-11-1910,0.09,-5.560599999999999,-0.5070311906986993
1910,Dec,01-12-1910,0.0,-4.154685714285714,-0.6349551894818942
1911,Jan,01-01-1911,8.625,3.2389714285714284,0.5893002786277644
1911,Feb,01-02-1911,0.0,-6.342242857142857,-0.6503951155186041
1911,Mar,01-03-1911,15.571,10.740114285714286,1.4889617910664623
1911,Apr,01-04-1911,0.003,-4.324457142857143,-0.6099890661214419
1911,May,01-05-1911,0.175,-9.585614285714284,-0.8920333726260712
1911,Jun,01-06-1911,39.389,-10.703400000000002,-0.2340338355435354
1911,Jul,01-07-1911,19.869,-193.16652857142856,-1.8844800590274078
1911,Aug,01-08-1911,28.311,-142.91980000000004,-1.5381964097906033
1911,Sep,01-09-1911,163.107,72.69242857142856,1.1140092226520069
1911,Oct,01-10-1911,2.157,-5.3868857142857145,-0.4928643604756584
1911,Nov,01-11-1911,41.162,35.5114,3.23802960568605
1911,Dec,01-12-1911,2.84,-1.314685714285714,-0.2009217000345214
1912,Jan,01-01-1912,6.207,0.8209714285714282,0.14936800224136557
1912,Feb,01-02-1912,1.996,-4.346242857142856,-0.44570591016705113
1912,Mar,01-03-1912,0.485,-4.345885714285713,-0.6024943128882783
1912,Apr,01-04-1912,3.842,-0.4854571428571428,-0.06847646754981257
1912,May,01-05-1912,2.789,-6.971614285714285,-0.6487755941945251
1912,Jun,01-06-1912,53.345,3.252599999999994,0.07111931288085115
1912,Jul,01-07-1912,214.961,1.9254714285714556,0.018784375006398533
1912,Aug,01-08-1912,230.568,59.33719999999997,0.6386257747843691
1912,Sep,01-09-1912,96.616,6.201428571428565,0.09503670131753472
1912,Oct,01-10-1912,15.452,7.908114285714285,0.7235400743068862
1912,Nov,01-11-1912,27.641,21.9904,2.0051466920729184
1912,Dec,01-12-1912,1.009,-3.145685714285714,-0.48075103777330297
1913,Jan,01-01-1913,0.094,-5.292028571428571,-0.9628346468694919
1913,Feb,01-02-1913,12.931,6.588757142857142,0.6756750820770524
1913,Mar,01-03-1913,2.289,-2.5418857142857134,-0.35239575717209426
1913,Apr,01-04-1913,0.278,-4.049457142857143,-0.5711987653641619
1913,May,01-05-1913,21.351,11.590385714285715,1.0785965876135704
1913,Jun,01-06-1913,65.325,15.232599999999998,0.33306648385564025
1913,Jul,01-07-1913,87.521,-125.51452857142856,-1.2244855667301586
1913,Aug,01-08-1913,53.093,-118.13780000000004,-1.2714763092346923
1913,Sep,01-09-1913,46.049,-44.365571428571435,-0.6799010118514695
1913,Oct,01-10-1913,0.0,-7.5438857142857145,-0.6902155726475988
1913,Nov,01-11-1913,0.013,-5.637599999999999,-0.5140522678637174
1913,Dec,01-12-1913,3.619,-0.5356857142857137,-0.08186814782342852
1914,Jan,01-01-1914,0.009,-5.377028571428571,-0.9782995945505693
1914,Feb,01-02-1914,6.023,-0.31924285714285716,-0.03273825989114779
1914,Mar,01-03-1914,0.213,-4.6178857142857135,-0.6402031860339555
1914,Apr,01-04-1914,8.076,3.7485428571428576,0.5287531084731828
1914,May,01-05-1914,11.607,1.8463857142857147,0.171823904737906
1914,Jun,01-06-1914,89.887,39.794599999999996,0.8701237804735669
1914,Jul,01-07-1914,210.248,-2.7875285714285667,-0.027194369778633126
1914,Aug,01-08-1914,115.921,-55.30980000000004,-0.5952802605813634
1914,Sep,01-09-1914,109.37,18.95542857142857,0.2904913573927911
1914,Oct,01-10-1914,4.902,-2.6418857142857144,-0.24171504317756992
1914,Nov,01-11-1914,22.164,16.513400000000004,1.505738385153383
1914,Dec,01-12-1914,0.085,-4.069685714285714,-0.6219647505371664
1915,Jan,01-01-1915,7.799,2.4129714285714288,0.43901737527988804
1915,Feb,01-02-1915,12.018,5.675757142857144,0.5820472040780708
1915,Mar,01-03-1915,26.756,21.925114285714287,3.0396005636194134
1915,Apr,01-04-1915,4.801,0.47354285714285727,0.06679589036375683
1915,May,01-05-1915,2.207,-7.553614285714285,-0.7029362778391923
1915,Jun,01-06-1915,30.999,-19.093400000000006,-0.4174843167187006
1915,Jul,01-07-1915,90.14,-122.89552857142856,-1.1989353158088774
1915,Aug,01-08-1915,60.16,-111.07080000000005,-1.1954166308137166
1915,Sep,01-09-1915,29.891,-60.52357142857144,-0.9275218627895271
1915,Oct,01-10-1915,34.906,27.362114285714284,2.503452212273012
1915,Nov,01-11-1915,0.003,-5.647599999999999,-0.5149640960669664
1915,Dec,01-12-1915,0.084,-4.070685714285714,-0.6221175792306339
1916,Jan,01-01-1916,0.0,-5.386028571428572,-0.9799370595991537
1916,Feb,01-02-1916,5.242,-1.1002428571428569,-0.11282957721557792
1916,Mar,01-03-1916,0.213,-4.6178857142857135,-0.6402031860339555
1916,Apr,01-04-1916,0.854,-3.473457142857143,-0.4899507172325499
1916,May,01-05-1916,22.794,13.033385714285716,1.2128815815985439
1916,Jun,01-06-1916,46.147,-3.9454000000000065,-0.0862676434360545
1916,Jul,01-07-1916,154.82,-58.215528571428564,-0.5679348463211146
1916,Aug,01-08-1916,317.491,146.26019999999994,1.5741479804425675
1916,Sep,01-09-1916,125.163,34.74842857142856,0.5325185946043732
1916,Oct,01-10-1916,8.869,1.3251142857142852,0.12123917967179838
1916,Nov,01-11-1916,0.313,-5.337599999999999,-0.4866974217662441
1916,Dec,01-12-1916,0.0,-4.154685714285714,-0.6349551894818942
1917,Jan,01-01-1917,1.883,-3.5030285714285716,-0.6373429833230625
1917,Feb,01-02-1917,15.62,9.277757142857142,0.9514312309700014
1917,Mar,01-03-1917,1.169,-3.6618857142857135,-0.5076675877719425
1917,Apr,01-04-1917,20.851,16.523542857142857,2.330738898197737
1917,May,01-05-1917,65.279,55.518385714285714,5.166518427991603
1917,Jun,01-06-1917,176.889,126.79660000000001,2.7724549799016645
1917,Jul,01-07-1917,331.399,118.36347142857144,1.1547218002725719
1917,Aug,01-08-1917,365.781,194.55019999999996,2.09387655988914
1917,Sep,01-09-1917,215.402,124.98742857142855,1.9154284824493657
1917,Oct,01-10-1917,28.761,21.217114285714285,1.9412254163543397
1917,Nov,01-11-1917,0.0,-5.650599999999999,-0.5152376445279412
1917,Dec,01-12-1917,21.443,17.288314285714286,2.642150484539235
1918,Jan,01-01-1918,3.426,-1.9600285714285715,-0.3566086977712788
1918,Feb,01-02-1918,0.0,-6.342242857142857,-0.6503951155186041
1918,Mar,01-03-1918,3.528,-1.3028857142857135,-0.18062629457101215
1918,Apr,01-04-1918,0.538,-3.7894571428571426,-0.5345242991936425
1918,May,01-05-1918,3.651,-6.109614285714285,-0.5685582242603273
1918,Jun,01-06-1918,16.103,-33.9894,-0.7431909159541309
1918,Jul,01-07-1918,29.02,-184.01552857142855,-1.7952053945827182
1918,Aug,01-08-1918,85.154,-86.07680000000005,-0.9264148475317194
1918,Sep,01-09-1918,14.871,-75.54357142857144,-1.1577028988762725
1918,Oct,01-10-1918,0.0,-7.5438857142857145,-0.6902155726475988
1918,Nov,01-11-1918,0.439,-5.211599999999999,-0.4752083864053052
1918,Dec,01-12-1918,0.006,-4.148685714285714,-0.6340382173210899
1919,Jan,01-01-1919,15.819,10.43297142857143,1.8981806741297287
1919,Feb,01-02-1919,0.127,-6.215242857142857,-0.6373713033544521
1919,Mar,01-03-1919,0.662,-4.168885714285714,-0.5779558182309807
1919,Apr,01-04-1919,30.544,26.21654285714286,3.6979912081624304
1919,May,01-05-1919,7.961,-1.7996142857142843,-0.16747137458933856
1919,Jun,01-06-1919,10.819,-39.2734,-0.8587275479600395
1919,Jul,01-07-1919,233.003,19.96747142857143,0.19479721468633343
1919,Aug,01-08-1919,188.213,16.98219999999995,0.18277354901382456
1919,Sep,01-09-1919,41.001,-49.41357142857144,-0.7572614559370813
1919,Oct,01-10-1919,0.83,-6.7138857142857145,-0.6142760705137507
1919,Nov,01-11-1919,11.086,5.435400000000001,0.49561510159402034
1919,Dec,01-12-1919,3.16,-0.9946857142857137,-0.15201651812495817
1920,Jan,01-01-1920,5.138,-0.2480285714285717,-0.04512645741829533
1920,Feb,01-02-1920,8.469,2.1267571428571426,0.2180983113963764
1920,Mar,01-03-1920,3.714,-1.1168857142857136,-0.15484007984639456
1920,Apr,01-04-1920,0.046,-4.281457142857143,-0.6039236736393946
1920,May,01-05-1920,33.556,23.795385714285715,2.214388931055432
1920,Jun,01-06-1920,147.032,96.93960000000001,2.1196205321725916
1920,Jul,01-07-1920,210.588,-2.4475285714285633,-0.023877422350898986
1920,Aug,01-08-1920,41.715,-129.51580000000004,-1.3939337906375315
1920,Sep,01-09-1920,19.589,-70.82557142857144,-1.085399694598159
1920,Oct,01-10-1920,0.016,-7.5278857142857145,-0.6887516786305607
1920,Nov,01-11-1920,0.0,-5.650599999999999,-0.5152376445279412
1920,Dec,01-12-1920,0.0,-4.154685714285714,-0.6349551894818942
1921,Jan,01-01-1921,6.429,1.0429714285714287,0.18975880677311957
1921,Feb,01-02-1921,0.0,-6.342242857142857,-0.6503951155186041
1921,Mar,01-03-1921,0.0,-4.830885714285714,-0.6697325609605339
1921,Apr,01-04-1921,0.56,-3.767457142857143,-0.5314210751330601
1921,May,01-05-1921,0.175,-9.585614285714284,-0.8920333726260712
1921,Jun,01-06-1921,18.956,-31.136400000000005,-0.6808090062052937
1921,Jul,01-07-1921,114.689,-98.34652857142856,-0.9594419557987489
1921,Aug,01-08-1921,98.957,-72.27380000000005,-0.7778579292856845
1921,Sep,01-09-1921,122.939,32.52442857142856,0.4984358632956567
1921,Oct,01-10-1921,1.046,-6.497885714285714,-0.594513501283737
1921,Nov,01-11-1921,0.0,-5.650599999999999,-0.5152376445279412
1921,Dec,01-12-1921,0.002,-4.152685714285714,-0.6346495320949596
1922,Jan,01-01-1922,3.377,-2.009028571428572,-0.36552378525801743
1922,Feb,01-02-1922,0.874,-5.468242857142857,-0.5607666759007398
1922,Mar,01-03-1922,0.014,-4.816885714285713,-0.6677916630780358
1922,Apr,01-04-1922,0.707,-3.620457142857143,-0.510685896182805
1922,May,01-05-1922,1.405,-8.355614285714285,-0.7775700721399191
1922,Jun,01-06-1922,45.57,-4.522400000000005,-0.09888396377432265
1922,Jul,01-07-1922,196.39,-16.64552857142857,-0.16238924464198207
1922,Aug,01-08-1922,86.316,-84.91480000000004,-0.913908643155722
1922,Sep,01-09-1922,143.908,53.49342857142855,0.8197851406393958
1922,Oct,01-10-1922,0.57,-6.973885714285714,-0.6380643482906185
1922,Nov,01-11-1922,0.59,-5.060599999999999,-0.4614397805362439
1922,Dec,01-12-1922,13.436,9.281314285714286,1.418451135945888
1923,Jan,01-01-1923,2.601,-2.7850285714285716,-0.5067096605582014
1923,Feb,01-02-1923,14.982,8.639757142857142,0.8860045210430022
1923,Mar,01-03-1923,1.395,-3.4358857142857135,-0.4763359505259015
1923,Apr,01-04-1923,0.119,-4.208457142857143,-0.5936266119838256
1923,May,01-05-1923,6.095,-3.665614285714285,-0.34112057679028174
1923,Jun,01-06-1923,2.491,-47.601400000000005,-1.0408223759966035
1923,Jul,01-07-1923,310.829,97.79347142857145,0.9540464808946612
1923,Aug,01-08-1923,202.047,30.816199999999952,0.33166410954527803
1923,Sep,01-09-1923,60.558,-29.856571428571435,-0.4575510349817901
1923,Oct,01-10-1923,2.403,-5.140885714285714,-0.47035698996369846
1923,Nov,01-11-1923,0.0,-5.650599999999999,-0.5152376445279412
1923,Dec,01-12-1923,2.826,-1.3286857142857138,-0.20306130174306464
1924,Jan,01-01-1924,4.705,-0.6810285714285715,-0.12390672031131036
1924,Feb,01-02-1924,6.378,0.035757142857143265,0.0036668843472297693
1924,Mar,01-03-1924,0.471,-4.3598857142857135,-0.6044352107707762
1924,Apr,01-04-1924,0.002,-4.325457142857143,-0.6101301217605594
1924,May,01-05-1924,12.068,2.307385714285715,0.21472437752174028
1924,Jun,01-06-1924,24.664,-25.428400000000003,-0.5560014559612121
1924,Jul,01-07-1924,183.425,-29.610528571428546,-0.2888722546436647
1924,Aug,01-08-1924,128.994,-42.236800000000045,-0.4545800800242079
1924,Sep,01-09-1924,169.123,78.70842857142856,1.2062042368396142
1924,Oct,01-10-1924,5.669,-1.874885714285715,-0.17153962373580917
1924,Nov,01-11-1924,1.266,-4.384599999999999,-0.39980019399660405
1924,Dec,01-12-1924,29.759,25.60431428571429,3.9130738994138965
1925,Jan,01-01-1925,0.354,-5.0320285714285715,-0.9155301010214925
1925,Feb,01-02-1925,0.0,-6.342242857142857,-0.6503951155186041
1925,Mar,01-03-1925,0.0,-4.830885714285714,-0.6697325609605339
1925,Apr,01-04-1925,0.0,-4.327457142857143,-0.6104122330387941
1925,May,01-05-1925,13.857,4.096385714285715,0.3812079909930625
1925,Jun,01-06-1925,117.165,67.0726,1.466567430711488
1925,Jul,01-07-1925,298.676,85.64047142857143,0.8354851218086253
1925,Aug,01-08-1925,67.067,-104.16380000000005,-1.1210789770916738
1925,Sep,01-09-1925,7.08,-83.33457142857144,-1.2770997332405756
1925,Oct,01-10-1925,0.208,-7.335885714285714,-0.6711849504261046
1925,Nov,01-11-1925,31.804,26.153399999999998,2.384740773085522
1925,Dec,01-12-1925,0.002,-4.152685714285714,-0.6346495320949596
1926,Jan,01-01-1926,20.532,15.145971428571428,2.7556665379052028
1926,Feb,01-02-1926,1.43,-4.912242857142857,-0.5037490415442951
1926,Mar,01-03-1926,19.567,14.736114285714287,2.042949500956635
1926,Apr,01-04-1926,7.982,3.6545428571428573,0.515493878396149
1926,May,01-05-1926,20.854,11.093385714285715,1.0323459694496524
1926,Jun,01-06-1926,13.922,-36.1704,-0.7908792949103924
1926,Jul,01-07-1926,203.075,-9.960528571428569,-0.0971722047760932
1926,Aug,01-08-1926,239.316,68.08519999999996,0.7327774751985049
1926,Sep,01-09-1926,196.169,105.75442857142858,1.6206833514868921
1926,Oct,01-10-1926,0.0,-7.5438857142857145,-0.6902155726475988
1926,Nov,01-11-1926,1.13,-4.520599999999999,-0.41220105756079195
1926,Dec,01-12-1926,0.01,-4.144685714285714,-0.6334269025472203
1927,Jan,01-01-1927,0.0,-5.386028571428572,-0.9799370595991537
1927,Feb,01-02-1927,13.24,6.897757142857143,0.7073629400197529
1927,Mar,01-03-1927,2.779,-2.0518857142857136,-0.28446433128466064
1927,Apr,01-04-1927,1.123,-3.2044571428571427,-0.4520067503099741
1927,May,01-05-1927,9.824,0.06338571428571527,0.005898648829930834
1927,Jun,01-06-1927,15.41,-34.6824,-0.7583436195839747
1927,Jul,01-07-1927,238.871,25.835471428571452,0.25204382499793226
1927,Aug,01-08-1927,332.251,161.02019999999993,1.7330047589190927
1927,Sep,01-09-1927,58.512,-31.902571428571434,-0.4889059217882799
1927,Oct,01-10-1927,10.664,3.120114285714285,0.28546978970825326
1927,Nov,01-11-1927,13.995,8.3444,0.7608659259191858
1927,Dec,01-12-1927,16.133,11.978314285714285,1.8306301222274248
1928,Jan,01-01-1928,3.081,-2.3050285714285716,-0.4193781913003557
1928,Feb,01-02-1928,11.261,4.918757142857142,0.5044170796035586
1928,Mar,01-03-1928,1.622,-3.2088857142857137,-0.4448656777168253
1928,Apr,01-04-1928,1.537,-2.790457142857143,-0.39360971571537806
1928,May,01-05-1928,2.141,-7.619614285714285,-0.7090782110360102
1928,Jun,01-06-1928,16.516,-33.57640000000001,-0.7341605168211937
1928,Jul,01-07-1928,176.907,-36.12852857142855,-0.3524600879788724
1928,Aug,01-08-1928,162.208,-9.022800000000046,-0.09710927783455246
1928,Sep,01-09-1928,55.861,-34.55357142857144,-0.5295324149085173
1928,Oct,01-10-1928,34.034,26.490114285714284,2.423669988344437
1928,Nov,01-11-1928,22.339,16.6884,1.5216953787102416
1928,Dec,01-12-1928,12.452,8.297314285714286,1.2680677015739814
1929,Jan,01-01-1929,0.439,-4.9470285714285716,-0.9000651533404156
1929,Feb,01-02-1929,0.623,-5.719242857142857,-0.5865066511228039
1929,Mar,01-03-1929,0.0,-4.830885714285714,-0.6697325609605339
1929,Apr,01-04-1929,6.672,2.344542857142857,0.3307109911523785
1929,May,01-05-1929,2.305,-7.455614285714285,-0.6938164376378565
1929,Jun,01-06-1929,40.451,-9.641400000000004,-0.21081280920169695
1929,Jul,01-07-1929,181.282,-31.753528571428546,-0.30977877916611796
1929,Aug,01-08-1929,170.984,-0.24680000000003588,-0.0026562230981033155
1929,Sep,01-09-1929,7.61,-82.80457142857144,-1.2689774996103513
1929,Oct,01-10-1929,1.218,-6.325885714285715,-0.5787766406005783
1929,Nov,01-11-1929,0.0,-5.650599999999999,-0.5152376445279412
1929,Dec,01-12-1929,13.781,9.626314285714287,1.4711770351921358
1930,Jan,01-01-1930,7.42,2.0339714285714283,0.3700619026783804
1930,Feb,01-02-1930,3.527,-2.8152428571428567,-0.28870231628266874
1930,Mar,01-03-1930,0.0,-4.830885714285714,-0.6697325609605339
1930,Apr,01-04-1930,3.028,-1.2994571428571429,-0.18329575779136145
1930,May,01-05-1930,19.018,9.257385714285716,0.8614885550654463
1930,Jun,01-06-1930,103.338,53.24559999999999,1.1642349154303184
1930,Jul,01-07-1930,271.283,58.24747142857146,0.5682464721382751
1930,Aug,01-08-1930,91.401,-79.82980000000005,-0.8591805456927727
1930,Sep,01-09-1930,23.467,-66.94757142857144,-1.0259694643754957
1930,Oct,01-10-1930,15.245,7.701114285714285,0.7046009454614561
1930,Nov,01-11-1930,0.187,-5.463599999999999,-0.4981864571271829
1930,Dec,01-12-1930,0.1,-4.054685714285714,-0.6196723201351556
1931,Jan,01-01-1931,0.2,-5.186028571428571,-0.9435489474083848
1931,Feb,01-02-1931,3.369,-2.9732428571428566,-0.30490516921129873
1931,Mar,01-03-1931,1.508,-3.3228857142857136,-0.4606701319028811
1931,Apr,01-04-1931,0.845,-3.482457142857143,-0.49122021798460647
1931,May,01-05-1931,5.083,-4.677614285714284,-0.4352968858081567
1931,Jun,01-06-1931,18.763,-31.329400000000003,-0.6850290232335182
1931,Jul,01-07-1931,110.993,-102.04252857142856,-0.995499125483764
1931,Aug,01-08-1931,329.724,158.49319999999994,1.7058075313303278
1931,Sep,01-09-1931,78.002,-12.41257142857144,-0.19022227376360207
1931,Oct,01-10-1931,39.215,31.67111428571429,2.8976971697365603
1931,Nov,01-11-1931,0.006,-5.644599999999999,-0.5146905476059915
1931,Dec,01-12-1931,0.0,-4.154685714285714,-0.6349551894818942
1932,Jan,01-01-1932,0.0,-5.386028571428572,-0.9799370595991537
1932,Feb,01-02-1932,0.652,-5.690242857142857,-0.5835327097624858
1932,Mar,01-03-1932,6.764,1.9331142857142867,0.26799838741212073
1932,Apr,01-04-1932,2.803,-1.524457142857143,-0.2150332765927723
1932,May,01-05-1932,2.659,-7.101614285714285,-0.6608733414003785
1932,Jun,01-06-1932,31.876,-18.216400000000004,-0.3983083844194611
1932,Jul,01-07-1932,117.485,-95.55052857142856,-0.9321649410695007
1932,Aug,01-08-1932,340.39,169.15919999999994,1.8206020028229164
1932,Sep,01-09-1932,72.3,-18.114571428571438,-0.277605247649529
1932,Oct,01-10-1932,0.134,-7.409885714285714,-0.6779554602549052
1932,Nov,01-11-1932,0.0,-5.650599999999999,-0.5152376445279412
